market_name,status,genres,lengths,response_time
Al Blanchard Award,Temporarily Closed,"['Horror', 'Mystery/Crime', 'Suspense/Thriller']","['Flash', 'Short Story']",114 days
Alaska Quarterly Review - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",64 days
Alaska Quarterly Review - Poetry,Temporarily Closed,['General'],['Poetry'],53 days
Alaska Statewide Creative Writing Contest - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Alaska Statewide Creative Writing Contest - Poetry,Open,['General'],['Poetry'],No Data
Alban Lake Publishing,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Novella', 'Story Collection']",962 days
Albedo One (and Albedo 2.0),Temporarily Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Short Story', 'Novelette']",No Data
Albert Whitman &amp; Company,Open,"['General', 'Young Adult', 'Middle Grade']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Alchemy - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",46 days
Alchemy - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Alchemy Press,Does Not Qualify,[],[],37 days
Alchemy Press Book of Horrors Anthology Series,Temporarily Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],44 days
Alchemy Press Book of Horrors Anthology Series,Temporarily Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],42 days
Alchemy Spoon,Temporarily Closed,['General'],['Poetry'],39 days
Alegrarse,Permanently Closed,['General'],['Poetry'],163 days
Alembical Anthology Series,Permanently Closed,"['Fantasy', 'Science Fiction']",['Novella'],No Data
Aletheia Writing &amp; Art Magazine,Does Not Qualify,"['General', 'Fantasy']","['Flash', 'Short Story']",No Data
Alfa Eridiani,Does Not Qualify,[],[],No Data
Alfie Dog Limited,Permanently Closed,"['General', 'Horror', 'Children', 'Middle Grade']","['Flash', 'Short Story', 'Novelette']",No Data
Alfred Hitchcock's Mystery Magazine,Open,"['Mystery/Crime', 'Suspense/Thriller']","['Flash', 'Short Story', 'Novelette']",348 days
Algebra of Owls,Permanently Closed,['General'],['Poetry'],No Data
Algernon (Estonia),Does Not Qualify,[],[],No Data
Alibi,Permanently Closed,"['Mystery/Crime', 'Suspense/Thriller']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
alice blue,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Alice in Wonderland Anthology,Permanently Closed,['Fantasy'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Alice Unbound,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],No Data
Alien Artifact Anthology,Permanently Closed,['Science Fiction'],"['Flash', 'Short Story']",1 days
Alien Days,Permanently Closed,[],[],No Data
Alien Dimensions,Temporarily Closed,['Science Fiction'],['Short Story'],No Data
Alien Invasion,Permanently Closed,['Science Fiction'],['Short Story'],No Data
Alien Literary Magazine  - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",40 days
Alien Literary Magazine  - Poetry,Open,"['General', 'Literary']",['Poetry'],3 days
Alien Literary Magazine - Fiction,Temporarily Closed,"['General', 'Science Fiction', 'Literary']","['Flash', 'Short Story']",29 days
Alien Literary Magazine - Poetry,Temporarily Closed,"['General', 'Science Fiction', 'Literary']",['Poetry'],No Data
Alien Magazine - Fiction,Open,"['General', 'Science Fiction']","['Flash', 'Short Story']",38 days
Alien Magazine - Poetry,Open,"['General', 'Science Fiction']",['Poetry'],6 days
Alien Sky Anthology,Permanently Closed,[],[],No Data
Alienmouth,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Aliens Among Us,Permanently Closed,[],[],No Data
Aliens: Recent Encounters,Permanently Closed,[],[],No Data
AlienSkin Magazine,Permanently Closed,[],[],No Data
Aliterate,Permanently Closed,"['Fantasy', 'Horror', 'Romance', 'Science Fiction', 'Suspense/Thriller', 'Western']","['Short Story', 'Novelette']",No Data
Alkalina,Does Not Qualify,[],[],No Data
Alkimia Fables,Does Not Qualify,[],[],No Data
All Accounts and Mixture,Does Not Qualify,[],[],No Data
All Dark Places Anthology Series,Permanently Closed,[],[],No Data
All Due Respect,Open,['Mystery/Crime'],['Short Story'],38 days
All Female Menu - Fiction,Does Not Qualify,[],[],86 days
All Female Menu - Poetry,Does Not Qualify,[],['Poetry'],25 days
All Guts No Glory,Open,['General'],['Poetry'],19 days
ALL HAIL OUR ROBOT CONQUERORS!,Permanently Closed,['Science Fiction'],"['Flash', 'Short Story']",No Data
All Hallow’s Eve,Permanently Closed,"['Fantasy', 'Horror']",['Short Story'],No Data
All Possible Worlds,Permanently Closed,[],[],No Data
All That's Left of Yesterday,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction', 'Humor']",['Short Story'],No Data
All The King's Men,Permanently Closed,['Science Fiction'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
all the sins - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
all the sins - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
All Things Doom Contest,Permanently Closed,[],[],No Data
All Things Girl,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
All Worlds Wayfarer,Temporarily Closed,"['Fantasy', 'Horror', 'Science Fiction', 'Young Adult']","['Flash', 'Short Story']",11 days
Allegory,Does Not Qualify,[],"['Flash', 'Short Story']",53 days
Allegory Ridge - Fiction,Temporarily Closed,"['General', 'Fantasy', 'Science Fiction']",['Short Story'],No Data
Allegory Ridge - Poetry,Temporarily Closed,"['General', 'Fantasy', 'Science Fiction']",['Poetry'],No Data
Allen &amp; Unwin,Open,"['General', 'Mystery/Crime', 'Suspense/Thriller', 'Young Adult', 'Literary']",['Novel'],No Data
Allucinor: The Element of Romance,Does Not Qualify,[],[],No Data
Alone In a Room With Invisible People Podcast,Does Not Qualify,[],[],No Data
Alone With Your Fear,Permanently Closed,['Horror'],"['Short Story', 'Novelette']",No Data
Along the River (Vol. 3),Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Alpha Female Society - Fiction,Open,['General'],"['Flash', 'Short Story']",1 days
Alpha Female Society - Poetry,Open,['General'],['Poetry'],No Data
Alphabet Anthologies,Does Not Qualify,[],[],No Data
Alphabet Box - Fiction,Temporarily Closed,"['General', 'Literary']",['Flash'],No Data
Alphabet Box - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],No Data
Alt Hist,Temporarily Closed,"['General', 'Fantasy', 'Science Fiction', 'Historical', 'Alternate History']","['Flash', 'Short Story']",No Data
ALT TXT,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Altair,Permanently Closed,[],[],No Data
Altered America,Permanently Closed,"['General', 'Fantasy', 'Science Fiction', 'Alternate History']",['Short Story'],No Data
Altered Europa,Permanently Closed,"['General', 'Science Fiction', 'Alternate History']","['Short Story', 'Novelette']",No Data
Altered Reality - Fiction,Open,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story']",2 days
Altered Reality - Poetry,Open,"['Fantasy', 'Science Fiction']",['Poetry'],No Data
Altered States,Permanently Closed,['Science Fiction'],"['Short Story', 'Novelette']",No Data
Altered States II,Permanently Closed,['Science Fiction'],['Short Story'],No Data
Alterna Teas,Permanently Closed,['General'],['Short Story'],No Data
Alternate Hilarities,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction', 'Humor']","['Flash', 'Short Story']",No Data
Alternate Hilarities 2:  Vampires Suck,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction', 'Humor']","['Flash', 'Short Story']",No Data
Alternate Hilarities 3: Hysterical Realms,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction', 'Humor']","['Flash', 'Short Story']",No Data
Alternate Hilarities 4: Weirder Science,Permanently Closed,"['Science Fiction', 'Humor']","['Flash', 'Short Story']",No Data
Alternate Hilarities 5: One Star Reviews of the Afterlife,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction', 'Humor']","['Flash', 'Short Story']",No Data
Alternate Peace,Permanently Closed,"['General', 'Science Fiction', 'Alternate History']","['Flash', 'Short Story']",No Data
Alternate Presidents,Permanently Closed,[],[],No Data
Alternate Realms Magazine,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Short Story', 'Novelette']",No Data
Alternate Worlds: Evil Genius Anthology,Permanently Closed,['General'],"['Short Story', 'Novelette']",No Data
Alternating Current Press - Fiction,Temporarily Closed,"['General', 'Literary']",['Novel'],7 days
Alternating Current Press - Poetry,Open,['General'],['Poetry'],No Data
Alternative Apocalypses - Fiction,Permanently Closed,"['General', 'Science Fiction']","['Flash', 'Short Story']",No Data
Alternative Apocalypses - Poetry,Permanently Closed,"['General', 'Science Fiction']",['Poetry'],No Data
Alternative Bedtime Reading for Progressive Parents - Fiction,Permanently Closed,"['General', 'Fantasy', 'Children', 'Middle Grade']","['Flash', 'Short Story']",No Data
Alternative Bedtime Reading for Progressive Parents - Poetry,Permanently Closed,"['General', 'Fantasy', 'Children', 'Middle Grade']",['Poetry'],No Data
Alternative Coordinates,Does Not Qualify,[],[],No Data
Alternative Deathiness - Fiction,Permanently Closed,"['General', 'Horror', 'Humor']","['Flash', 'Short Story']",179 days
Alternative Deathiness - Poetry,Permanently Closed,"['General', 'Horror', 'Humor']",['Poetry'],139 days
Alternative Theology,Does Not Qualify,[],[],No Data
Alternative Truth Anthology Series - Fiction,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",No Data
Alternative Truth Anthology Series - Poetry,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Science Fiction']",['Poetry'],No Data
Alternative War - Fiction,Permanently Closed,"['General', 'Science Fiction']","['Flash', 'Short Story']",202 days
Alternative War - Poetry,Permanently Closed,"['General', 'Science Fiction']",['Poetry'],181 days
Altpoetics,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
AltWit Press,Permanently Closed,"['General', 'Fantasy', 'Romance', 'Science Fiction', 'Historical']","['Novelette', 'Novella']",No Data
Always Crashing - Fiction,Open,"['General', 'Fantasy']","['Flash', 'Short Story', 'Novelette', 'Novella']",43 days
Always Crashing - Poetry,Open,"['General', 'Fantasy']",['Poetry'],50 days
Alyss - Fiction,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
Alyss - Poetry,Permanently Closed,['General'],['Poetry'],No Data
AM Ink Psychological Horror Anthology,Permanently Closed,['Horror'],['Short Story'],No Data
AM Ink Publishing,Does Not Qualify,[],[],No Data
Amarillo Bay - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",55 days
Amarillo Bay - Poetry,Open,['General'],['Poetry'],No Data
Amaryllis,Permanently Closed,['General'],['Poetry'],No Data
Amaterasu,Permanently Closed,[],[],No Data
Amateur Liars Club Writing Contest,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Amazing Journeys,Permanently Closed,[],[],No Data
Amazing Stories (New),Does Not Qualify,[],[],67 days
Amazing Stories (Old),Permanently Closed,[],[],No Data
Amazon Breakthrough Novel Award,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Young Adult']",['Novel'],No Data
Amber Allure,Permanently Closed,"['General', 'Erotica', 'Romance']","['Novelette', 'Novella']",No Data
amberflora,Temporarily Closed,['General'],['Poetry'],38 days
Amberjack Publishing,Permanently Closed,"['General', 'Fantasy', 'Romance', 'Science Fiction', 'Suspense/Thriller', 'Western', 'Humor', 'Young Adult', 'Children', 'Middle Grade']",['Novel'],No Data
Ambit - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",60 days
Ambit - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],125 days
Ambush Review - Fiction,Permanently Closed,['General'],['Flash'],No Data
Ambush Review - Poetry,Permanently Closed,['General'],['Poetry'],No Data
America Media,Does Not Qualify,['General'],['Poetry'],No Data
America: The Jesuit Review,Does Not Qualify,[],[],No Data
American Chordata - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",128 days
American Chordata - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
American Cult,Permanently Closed,['Horror'],['Short Story'],No Data
American Diversity Report,Temporarily Closed,['General'],['Poetry'],30 days
American Fantasy,Permanently Closed,[],[],No Data
American Gothic Anthology,Permanently Closed,"['Fantasy', 'Horror']",['Short Story'],No Data
American Journal of Nursing (AJN),Does Not Qualify,[],[],No Data
American Journal of Poetry,Open,['General'],['Poetry'],19 days
American Letters &amp; Commentary,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
American Literary Review - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette']",No Data
American Literary Review - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],No Data
American Mathematical Monthly,Does Not Qualify,[],[],No Data
American Nightmare,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],No Data
American Poetry Journal,Open,['General'],['Poetry'],No Data
American Poetry Review,Open,"['General', 'Literary']",['Poetry'],181 days
American Psychos,Permanently Closed,"['Horror', 'Mystery/Crime', 'Suspense/Thriller']",['Short Story'],No Data
American Short Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",125 days
American Tanka,Permanently Closed,['General'],['Poetry'],No Data
America's Emerging Writers,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction', 'Suspense/Thriller', 'Western', 'Young Adult', 'Literary']","['Flash', 'Short Story']",No Data
Amethyst Arsenic,Does Not Qualify,[],[],No Data
Amethyst Review - Fiction,Open,['General'],"['Flash', 'Short Story']",2 days
Amethyst Review - Poetry,Open,['General'],['Poetry'],3 days
A-Minor Magazine - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
A-Minor Magazine - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Amira Press,Permanently Closed,"['Erotica', 'Romance']","['Novelette', 'Novella']",No Data
Amok: Asia-Pacific Speculative Fiction,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction', 'Alternate History']","['Short Story', 'Novelette']",No Data
Among the Faded Fields - Fiction,Permanently Closed,['Fantasy'],"['Short Story', 'Novelette']",No Data
Among the Faded Fields - Poetry,Permanently Closed,['Fantasy'],['Poetry'],No Data
Amoskeag,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Ampersand Review,Permanently Closed,[],['Poetry'],No Data
amphibi.us,Permanently Closed,[],[],No Data
Ample Remains - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",12 days
Ample Remains - Poetry,Open,"['General', 'Literary']",['Poetry'],11 days
AMPLIFY - Fiction,Does Not Qualify,[],[],32 days
AMPLIFY - Poetry,Does Not Qualify,[],['Poetry'],No Data
Amsterdam Quarterly - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
Amsterdam Quarterly - Poetry,Temporarily Closed,['General'],['Poetry'],27 days
Amuse-Bouche: Spotlight - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Amuse-Bouche: Spotlight - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],No Data
An Alphabet of Embers,Permanently Closed,"['General', 'Fantasy', 'Science Fiction']","['Flash', 'Short Story']",No Data
An Honest Lie,Permanently Closed,[],[],No Data
Anaiah Press,Open,"['General', 'Action/Adventure', 'Fantasy', 'Romance', 'Science Fiction', 'Suspense/Thriller', 'Young Adult']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Anak Sastra - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Anak Sastra - Poetry,Open,['General'],['Poetry'],No Data
Analog Science Fiction &amp; Fact - Fiction,Open,['Science Fiction'],"['Flash', 'Short Story', 'Novelette', 'Novella']",74 days
Analog Science Fiction &amp; Fact - Poetry,Open,['Science Fiction'],['Poetry'],92 days
Analogies &amp; Allegories Literary Magazine - Fiction,Temporarily Closed,"['General', 'Fantasy']","['Flash', 'Short Story']",13 days
Analogies &amp; Allegories Literary Magazine - Poetry,Temporarily Closed,['General'],['Poetry'],17 days
Anamorphoseis,Open,['General'],['Poetry'],No Data
AnarchoSciFi Anthology,Permanently Closed,[],"['Flash', 'Short Story']",No Data
Anastamos Journal - Fiction,Temporarily Closed,"['General', 'Historical']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Anastamos Journal - Poetry,Does Not Qualify,[],['Poetry'],No Data
Anathema: A Bizarro Anthology,Permanently Closed,['Fantasy'],"['Flash', 'Short Story']",No Data
